major_name,cluster,cluster_label
Quản trị Hàng không (học bằng Tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị Hải quan - Ngoại thương,0,Ngành Cạnh tranh Cao
Quản trị Khách sạn – Nhà hàng,0,Ngành Cạnh tranh Cao
Quản trị Kinh doanh,1,Ngành Cạnh tranh Khá
Quản trị Kinh doanh (dạy bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị Kinh doanh - CT CLC2,0,Ngành Cạnh tranh Cao
Quản trị Kinh doanh quốc tế - CT CLC3,0,Ngành Cạnh tranh Cao
Quản trị Kinh doanh quốc tế - CT tiên tiến TT2,0,Ngành Cạnh tranh Cao
Quản trị Marketing,0,Ngành Cạnh tranh Cao
Quản trị Marketing (tăng cường tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị NH và DV ăn uống (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Quản trị Nhân lực,0,Ngành Cạnh tranh Cao
Quản trị Nhân lực và Nhân tài,0,Ngành Cạnh tranh Cao
Quản trị Văn phòng,0,Ngành Cạnh tranh Cao
Quản trị bền vững doanh nghiệp và môi trường,0,Ngành Cạnh tranh Cao
Quản trị bệnh viện,1,Ngành Cạnh tranh Khá
Quản trị chất lượng giáo dục,0,Ngành Cạnh tranh Cao
Quản trị chất lượng và Đổi mới (E-MQI)/ngành QTKD,0,Ngành Cạnh tranh Cao
Quản trị công nghệ truyền thông,0,Ngành Cạnh tranh Cao
Quản trị doanh nghiệp,0,Ngành Cạnh tranh Cao
Quản trị doanh nghiệp (Theo định hướng ICAEW CFAB),0,Ngành Cạnh tranh Cao
Quản trị doanh nghiệp; Quản trị kinh doanh du lịch,0,Ngành Cạnh tranh Cao
Quản trị du lịch,0,Ngành Cạnh tranh Cao
Quản trị du lịch cộng đồng,0,Ngành Cạnh tranh Cao
Quản trị du lịch và khách sạn,0,Ngành Cạnh tranh Cao
Quản trị du lịch và khách sạn (dạy và học bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ Du lịch & Lữ hành,0,Ngành Cạnh tranh Cao
Quản trị dịch vụ Du lịch và Lữ hành,0,Ngành Cạnh tranh Cao
Quản trị dịch vụ Du lịch và lữ hành,0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch & lữ hành,0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch lữ hành (Chương trình đặc biệt),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành,1,Ngành Cạnh tranh Khá
Quản trị dịch vụ du lịch và lữ hành & Ngôn ngữ Anh (Chương trình chuẩn nhận cùng lúc hai bằng cử nhân),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành (CS Hà Nội),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành (CS Nam Định),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành (CTCLC),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành (CTĐT bằng tiếng Anh),0,Ngành Cạnh tranh Cao
"Quản trị dịch vụ du lịch và lữ hành (Chương trình chuẩn, ngoại ngữ tiếng Nhật)",0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành (Chương trình song ngữ Pháp - Việt),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành (Liên kết Đài Loan),0,Ngành Cạnh tranh Cao
"Quản trị dịch vụ du lịch và lữ hành (Quản trị du lịch - nhà hàng - khách sạn - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành (Quản trị dịch vụ du lịch và lữ hành),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành (chương trình đặc thù),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành (dạy bằng tiếng Anh) - CTTT,0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành - Chương trình Quản trị dịch vụ du lịch và lữ hành (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành gồm 03 chuyên ngành: Quản trị dịch vụ du lịch và lữ hành; Quản trị khách sạn; Quản trị nhà hàng và dịch vụ ăn uống,0,Ngành Cạnh tranh Cao
Quản trị dịch vụ du lịch và lữ hành gồm 03 chuyên ngành: Quản trị dịch vụ du lịch và lữ hành; Quản trị khách sạn; Quản trị nhà hàng và dịch vụ ăn uống (CT tăng cường TA),0,Ngành Cạnh tranh Cao
"Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Hướng dẫn du lịch",0,Ngành Cạnh tranh Cao
"Quản trị dịch vụ du lịch và lữ hành, chuyên ngành Quản trị lữ hành",0,Ngành Cạnh tranh Cao
Quản trị dịch vụ khách hàng và Chăm sóc sức khỏe,0,Ngành Cạnh tranh Cao
Quản trị dịch vụ thương mại hàng không,0,Ngành Cạnh tranh Cao
Quản trị giải trí và sự kiện,0,Ngành Cạnh tranh Cao
Quản trị khách sạn,1,Ngành Cạnh tranh Khá
Quản trị khách sạn & Ngôn ngữ Anh (Chương trình chuẩn nhận cùng lúc hai bằng cử nhân),0,Ngành Cạnh tranh Cao
Quản trị khách sạn (CS Hà Nội),0,Ngành Cạnh tranh Cao
Quản trị khách sạn (CS Nam Định),0,Ngành Cạnh tranh Cao
Quản trị khách sạn (CTĐT bằng tiếng Anh),0,Ngành Cạnh tranh Cao
"Quản trị khách sạn (Chương trình chuẩn, ngoại ngữ tiếng Nhật)",0,Ngành Cạnh tranh Cao
Quản trị khách sạn (Chương trình đặc biệt),0,Ngành Cạnh tranh Cao
Quản trị khách sạn (Quản trị khách sạn - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Quản trị khách sạn (Quản trị khách sạn),0,Ngành Cạnh tranh Cao
"Quản trị khách sạn (Quản trị nhà hàng - khách sạn và dịch vụ ăn uống - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Quản trị khách sạn (chương trình đặc thù),0,Ngành Cạnh tranh Cao
Quản trị khách sạn - Chuẩn quốc tế,0,Ngành Cạnh tranh Cao
Quản trị khách sạn - Chương trình Quản trị khách sạn (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Quản trị khách sạn nhà hàng,0,Ngành Cạnh tranh Cao
Quản trị khách sạn quốc tế (IHME),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh,1,Ngành Cạnh tranh Khá
Quản trị kinh doanh & Luật (Chương trình chuẩn nhận cùng lúc hai bằng cử nhân),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh & Ngôn ngữ Anh (Chương trình chuẩn nhận cùng lúc hai bằng cử nhân),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (BBA),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (CS Hà Nội),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (CS Nam Định),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (CT tăng cường TA),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (CTCLC),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Logistics),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Quản trị chuỗi cung ứng),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Quản trị du lịch và lữ hành),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Quản trị kinh doanh),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Quản trị kinh doanh) (Tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Quản trị nguồn nhân lực),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Quản trị nguồn nhân lực) - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Quản trị nhà hàng - khách sạn),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Quản trị nhà hàng - khách sạn) - Chương trình học tại Phân hiệu Khánh Hòa,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành Quản trị nhà hàng - khách sạn) - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành: Quản trị nhà hàng - khách sạn) - Chương trình dự bị đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chuyên ngành: Quản trị nhà hàng - khách sạn) - Chương trình đại học bằng tiếng Anh,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chương trình CLC Quản trị kinh doanh Việt-Anh),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chương trình Quản trị kinh doanh; Marketing; Quản lý chuỗi cung ứng; Tài chính do ĐH Bolton (Anh Quốc) và HUB mỗi bên cấp một bằng cử nhân),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chương trình Tiếng Anh toàn phần (Định hướng quốc tế)),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chương trình chuẩn nhận hai bằng cử nhân và thạc sĩ),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chương trình có đào tạo bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chương trình nâng cao),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chương trình đào tạo chất lượng cao),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Chương trình đặc biệt),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (E-BBA),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Khởi nghiệp và phát triển kinh doanh),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Kinh doanh quốc tế) - Chuẩn quốc tế,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Kinh doanh sáng tạo),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Kinh doanh số),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Liên kết Đài Loan),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Phân hiệu Gia Lai),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Phân hiệu Ninh Thuận),0,Ngành Cạnh tranh Cao
"Quản trị kinh doanh (Quản trị doanh nghiệp - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Quản trị doanh nghiệp và công nghệ),0,Ngành Cạnh tranh Cao
"Quản trị kinh doanh (Quản trị khởi nghiệp - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Quản trị kinh doanh - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
"Quản trị kinh doanh (Quản trị kinh doanh bất động sản - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Quản trị kinh doanh),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Quản trị kinh doanh) - Khởi nghiệp (Thành lập doanh nghiệp) - Chương trình đào tạo song bằng quốc tế,0,Ngành Cạnh tranh Cao
"Quản trị kinh doanh (Quản trị nhân sự - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
"Quản trị kinh doanh (Quản trị sự kiện và dịch vụ giải trí - Chương trình chuẩn, ngoại ngữ tiếng Anh)",0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Tiếng Pháp thương mại),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (chương trình tích hợp),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (dạy và học bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (song bằng 2+2) - Chương trình dự bị Trường Đại học Kinh tế và Kinh doanh Praha (Cộng Hòa Séc),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (song bằng 2+2) - Chương trình liên kết Trường Đại học Kinh tế và Kinh doanh Praha (Cộng Hòa Séc),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Đào tạo bằng Tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (Đào tạo tại Quảng Ngãi),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (đơn bằng 3+1) – Chương trình dự bị liên kết Đại học Lunghwa (Đài Loan),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh (đơn bằng 3+1) – Chương trình liên kết Đại học Lunghwa (Đài Loan),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh - CT tiên tiến TT1,0,Ngành Cạnh tranh Cao
"Quản trị kinh doanh - CTLKĐH Flinders, úc",0,Ngành Cạnh tranh Cao
Quản trị kinh doanh - CTLKĐH South Wales,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh - Chương trình Quản trị kinh doanh (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
"Quản trị kinh doanh - Chương trình liên kết Đại học Shinawatra, Thái Lan (SIU).",0,Ngành Cạnh tranh Cao
Quản trị kinh doanh - Quản trị kinh doanh - Quản trị kinh doanh (Quản lý bán lẻ) - Quản trị kinh doanh (Marketing) - Quản trị kinh doanh (Nhà hàng và dịch vụ ăn uống),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh - học tại khu Hòa An,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh - hợp tác với ĐH Troy (Hoa Kỳ),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh -CTLKĐH Southern Queensland,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh Chương trình Tiên tiến,0,Ngành Cạnh tranh Cao
"Quản trị kinh doanh CityU, Hoa Kỳ (Cấp song bằng)",0,Ngành Cạnh tranh Cao
Quản trị kinh doanh TABP (Chương trình định hướng E.Business),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh du lịch,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh gồm 03 chuyên ngành: Quản trị kinh doanh; Quản trị nguồn nhân lực; Logistics và Quản lý chuỗi cung ứng,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh khách sạn và du lịch,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh khách sạn và du lịch (học tại phân hiệu ĐHTN tại tỉnh Hà Giang),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh số,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh thương mại,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh thực phẩm,0,Ngành Cạnh tranh Cao
Quản trị kinh doanh toàn cầu (đơn bằng 2+2) - Chương trình dự bị liên kết Trường Kinh doanh Emlyon (Pháp),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh toàn cầu (đơn bằng 2+2) - Chương trình liên kết Trường Kinh doanh Emlyon (Pháp),0,Ngành Cạnh tranh Cao
Quản trị kinh doanh và tài chính,0,Ngành Cạnh tranh Cao
Quản trị logistics (ngành Quản trị kinh doanh),0,Ngành Cạnh tranh Cao
Quản trị lữ hành,0,Ngành Cạnh tranh Cao
"Quản trị lữ hành, khách sạn",0,Ngành Cạnh tranh Cao
Quản trị marketing (dạy và học bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị nhà hàng & Dịch vụ ăn uống,0,Ngành Cạnh tranh Cao
"Quản trị nhà hàng - khách sạn (song bằng 2,5+1,5) - Chương trình dự bị liên kết Đại học Taylor’s (Malaysia)",0,Ngành Cạnh tranh Cao
"Quản trị nhà hàng - khách sạn (song bằng 2,5+1,5) - Chương trình liên kết Đại học Taylor’s (Malaysia)",0,Ngành Cạnh tranh Cao
Quản trị nhà hàng và Dịch vụ ăn uống,0,Ngành Cạnh tranh Cao
Quản trị nhà hàng và dịch vụ ăn uống,1,Ngành Cạnh tranh Khá
Quản trị nhà hàng và dịch vụ ăn uống (CTĐT bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Quản trị nhà hàng và dịch vụ ăn uống (chương trình đặc thù),0,Ngành Cạnh tranh Cao
Quản trị nhân lực,1,Ngành Cạnh tranh Khá
Quản trị nhân lực (Quản trị nhân lực doanh nghiệp - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Quản trị nhân lực (Quản trị nhân lực doanh nghiệp),0,Ngành Cạnh tranh Cao
Quản trị nhân lực - CT CLC2,0,Ngành Cạnh tranh Cao
Quản trị nhân lực - Chương trình Quản trị nguồn nhân lực (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Quản trị sự kiện,0,Ngành Cạnh tranh Cao
Quản trị sự kiện và dịch vụ giải trí,0,Ngành Cạnh tranh Cao
Quản trị thư viện,0,Ngành Cạnh tranh Cao
Quản trị thương hiệu,0,Ngành Cạnh tranh Cao
Quản trị thương mại điện tử (ngành Quản trị kinh doanh),0,Ngành Cạnh tranh Cao
Quản trị truyền thông,0,Ngành Cạnh tranh Cao
Quản trị tài chính kế toán,0,Ngành Cạnh tranh Cao
Quản trị tài chính ngân hàng,0,Ngành Cạnh tranh Cao
Quản trị tài nguyên di sản,0,Ngành Cạnh tranh Cao
Quản trị và An ninh,0,Ngành Cạnh tranh Cao
Quản trị và phân tích dữ liệu,0,Ngành Cạnh tranh Cao
Quản trị văn phòng,1,Ngành Cạnh tranh Khá
Quản trị điều hành thông minh (E-SOM) /ngành QTKD,0,Ngành Cạnh tranh Cao
Quản trị đô thị thông minh và bền vững,0,Ngành Cạnh tranh Cao
Quốc tế học,1,Ngành Cạnh tranh Khá
Quốc tế học (dạy bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Robot và Trí tuệ nhân tạo,0,Ngành Cạnh tranh Cao
Robot và Trí tuệ nhân tạo (hệ kỹ sư),0,Ngành Cạnh tranh Cao
Robot và trí tuệ nhân tạo,1,Ngành Cạnh tranh Khá
Robot và trí tuệ nhân tạo (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Răng - Hàm - Mặt,0,Ngành Cạnh tranh Cao
Răng - hàm mặt,0,Ngành Cạnh tranh Cao
Răng Hàm Mặt,0,Ngành Cạnh tranh Cao
Răng hàm mặt,0,Ngành Cạnh tranh Cao
SP Khoa học tự nhiên,0,Ngành Cạnh tranh Cao
Sinh dược học,0,Ngành Cạnh tranh Cao
Sinh học,0,Ngành Cạnh tranh Cao
Sinh học (CTTCTA),0,Ngành Cạnh tranh Cao
Sinh học ứng dụng,0,Ngành Cạnh tranh Cao
Sinh học ứng dụng (Dược liệu),0,Ngành Cạnh tranh Cao
Song ngành Kinh tế - Tài chính,0,Ngành Cạnh tranh Cao
Song ngữ Anh - Hàn,0,Ngành Cạnh tranh Cao
Song ngữ Anh - Trung,0,Ngành Cạnh tranh Cao
Sư phạm Công nghệ,0,Ngành Cạnh tranh Cao
Sư phạm Hoá học,0,Ngành Cạnh tranh Cao
Sư phạm Hoá học (dạy Hóa học bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Sư phạm Hóa học,0,Ngành Cạnh tranh Cao
Sư phạm KHTN,0,Ngành Cạnh tranh Cao
Sư phạm Khoa học Tự nhiên,0,Ngành Cạnh tranh Cao
Sư phạm Khoa học tự nhiên,0,Ngành Cạnh tranh Cao
Sư phạm Kỹ thuật công nghiệp (chuyên ngành Công nghệ thông tin),0,Ngành Cạnh tranh Cao
Sư phạm Lịch sử,0,Ngành Cạnh tranh Cao
Sư phạm Lịch sử - Địa lí,0,Ngành Cạnh tranh Cao
Sư phạm Lịch sử - Địa lý,0,Ngành Cạnh tranh Cao
Sư phạm Lịch sử và Địa lý,0,Ngành Cạnh tranh Cao
Sư phạm Lịch sử Địa lý,0,Ngành Cạnh tranh Cao
Sư phạm Mỹ thuật,0,Ngành Cạnh tranh Cao
Sư phạm Ngữ văn,1,Ngành Cạnh tranh Khá
Sư phạm Sinh học,0,Ngành Cạnh tranh Cao
Sư phạm Tin học,0,Ngành Cạnh tranh Cao
Sư phạm Tin học và Công nghệ Tiểu học,0,Ngành Cạnh tranh Cao
Sư phạm Tiếng Anh,1,Ngành Cạnh tranh Khá
Sư phạm Tiếng Anh (lớp tài năng),0,Ngành Cạnh tranh Cao
Sư phạm Tiếng H’mong,0,Ngành Cạnh tranh Cao
Sư phạm Tiếng Nga,0,Ngành Cạnh tranh Cao
Sư phạm Tiếng Pháp,0,Ngành Cạnh tranh Cao
Sư phạm Tiếng Trung Quốc,0,Ngành Cạnh tranh Cao
Sư phạm Toán,0,Ngành Cạnh tranh Cao
Sư phạm Toán (Toán tin),0,Ngành Cạnh tranh Cao
Sư phạm Toán học,1,Ngành Cạnh tranh Khá
Sư phạm Toán học (dạy Toán bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Sư phạm Toán học (lớp tài năng),0,Ngành Cạnh tranh Cao
Sư phạm Toán học (Đào tạo bằng Tiếng Anh),0,Ngành Cạnh tranh Cao
Sư phạm Vật lí,0,Ngành Cạnh tranh Cao
Sư phạm Vật lí (dạy Toán bằng tiếng Anh),0,Ngành Cạnh tranh Cao
Sư phạm Vật lý,0,Ngành Cạnh tranh Cao
Sư phạm công nghệ,0,Ngành Cạnh tranh Cao
Sư phạm công nghệ (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Sư phạm khoa học tự nhiên,0,Ngành Cạnh tranh Cao
Sư phạm kỹ thuật nông nghiệp,0,Ngành Cạnh tranh Cao
Sư phạm tiếng Anh,0,Ngành Cạnh tranh Cao
Sư phạm tiếng Anh (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Sư phạm tiếng Hàn Quốc,0,Ngành Cạnh tranh Cao
Sư phạm tiếng Nhật,0,Ngành Cạnh tranh Cao
Sư phạm tiếng Pháp,0,Ngành Cạnh tranh Cao
Sư phạm tiếng Trung,0,Ngành Cạnh tranh Cao
Sư phạm tiếng Trung Quốc,0,Ngành Cạnh tranh Cao
Sư phạm Âm nhạc,0,Ngành Cạnh tranh Cao
Sư phạm Địa lí,0,Ngành Cạnh tranh Cao
Sư phạm Địa lý,0,Ngành Cạnh tranh Cao
Thanh Nhạc,0,Ngành Cạnh tranh Cao
Thanh nhạc,0,Ngành Cạnh tranh Cao
Thanh tra và quản lý công trình giao thông,0,Ngành Cạnh tranh Cao
Thiết bị bay không người lái và Robotics (Ngành: CNKT Điều khiển và tự động hóa),0,Ngành Cạnh tranh Cao
Thiết kế Công nghiệp,0,Ngành Cạnh tranh Cao
Thiết kế Mỹ thuật số,0,Ngành Cạnh tranh Cao
Thiết kế Nội thất,0,Ngành Cạnh tranh Cao
Thiết kế Thời trang,1,Ngành Cạnh tranh Khá
Thiết kế Vi mạch,0,Ngành Cạnh tranh Cao
Thiết kế công nghiệp,0,Ngành Cạnh tranh Cao
Thiết kế công nghiệp và Đồ họa,0,Ngành Cạnh tranh Cao
Thiết kế cơ khí và kiểu dáng công nghiệp,0,Ngành Cạnh tranh Cao
Thiết kế game và Multimedia (CLC),0,Ngành Cạnh tranh Cao
Thiết kế mỹ thuật hoạt hình,0,Ngành Cạnh tranh Cao
Thiết kế mỹ thuật sân khấu,0,Ngành Cạnh tranh Cao
Thiết kế nội thất,1,Ngành Cạnh tranh Khá
Thiết kế nội thất (CT),0,Ngành Cạnh tranh Cao
Thiết kế nội thất bền vững,0,Ngành Cạnh tranh Cao
Thiết kế thời trang,1,Ngành Cạnh tranh Khá
Thiết kế thời trang (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Thiết kế trang phục nghệ thuật,0,Ngành Cạnh tranh Cao
Thiết kế tàu và công trình ngoài khơi,0,Ngành Cạnh tranh Cao
Thiết kế vi mạch,0,Ngành Cạnh tranh Cao
Thiết kế và phát triển Game (ngành Công nghệ đa phương tiện),0,Ngành Cạnh tranh Cao
Thiết kế Đồ họa,0,Ngành Cạnh tranh Cao
Thiết kế đô thị (Chương trình tiên tiến),0,Ngành Cạnh tranh Cao
Thiết kế đồ hoạ,0,Ngành Cạnh tranh Cao
Thiết kế đồ hoạ kỹ xảo,0,Ngành Cạnh tranh Cao
Thiết kế đồ họa,1,Ngành Cạnh tranh Khá
Thiết kế đồ họa (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Thiết kế đồ họa - Chương trình học tại Phân hiệu Khánh Hòa,0,Ngành Cạnh tranh Cao
Thiết kế đồ họa - Chương trình tiên tiến,0,Ngành Cạnh tranh Cao
Thuế,1,Ngành Cạnh tranh Khá
Thuế và Quản trị thuế (Theo định hướng ACCA),0,Ngành Cạnh tranh Cao
Thông tin - Thư viện,1,Ngành Cạnh tranh Khá
Thông tin - thư viện,0,Ngành Cạnh tranh Cao
Thú Y,0,Ngành Cạnh tranh Cao
Thú y,1,Ngành Cạnh tranh Khá
Thú y (CTCLC),0,Ngành Cạnh tranh Cao
Thú y (Chương trình tiên tiến),0,Ngành Cạnh tranh Cao
Thú y (Phân hiệu Gia Lai),0,Ngành Cạnh tranh Cao
Thú y (Phân hiệu Ninh Thuận),0,Ngành Cạnh tranh Cao
Thúy (Bác sĩ Thú y),0,Ngành Cạnh tranh Cao
Thư viện - Thiết bị trường học và Văn thư,0,Ngành Cạnh tranh Cao
Thư viện và thiết bị trường học,0,Ngành Cạnh tranh Cao
Thương mại quốc tế,0,Ngành Cạnh tranh Cao
Thương mại quốc tế (Ngành: Kinh doanh quốc tế),0,Ngành Cạnh tranh Cao
Thương mại Điện tử,0,Ngành Cạnh tranh Cao
Thương mại điện tử,1,Ngành Cạnh tranh Khá
Thương mại điện tử (CT tăng cường TA),0,Ngành Cạnh tranh Cao
Thương mại điện tử (Kinh doanh số),0,Ngành Cạnh tranh Cao
Thương mại điện tử (Quản trị thương mại điện tử),0,Ngành Cạnh tranh Cao
Thương mại điện tử (Thương mại điện tử - Chương trình định hướng chuyên sâu nghề nghiệp quốc tế - IPOP),0,Ngành Cạnh tranh Cao
Thương mại điện tử (Tiếng Anh),0,Ngành Cạnh tranh Cao
Thương mại điện tử (tăng cường tiếng Anh),0,Ngành Cạnh tranh Cao
Thương mại điện tử (đào tạo bằng tiếng Việt),0,Ngành Cạnh tranh Cao
Thương mại điện tử (đào tạo tại phân hiệu Bình Phước),0,Ngành Cạnh tranh Cao
Thương mại điện tử - CT CLC3,0,Ngành Cạnh tranh Cao
Thương mại điện tử - Chuẩn quốc tế,0,Ngành Cạnh tranh Cao
Thương mại điện tử - Chương trình Thương mại điện tử (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Thẩm định giá,0,Ngành Cạnh tranh Cao
Thẩm định giá và Quản trị tài sản,0,Ngành Cạnh tranh Cao
Thẩm định giá và kinh doanh bất động sản,0,Ngành Cạnh tranh Cao
Thẩm định giá và kinh doanh bất động sản (Theo định hướng ACCA),0,Ngành Cạnh tranh Cao
Thị trường chứng khoán,0,Ngành Cạnh tranh Cao
Thống kê,0,Ngành Cạnh tranh Cao
Thống kê kinh doanh,0,Ngành Cạnh tranh Cao
Thống kê kinh tế,1,Ngành Cạnh tranh Khá
Thống kê kinh tế - Chương trình Thống kê kinh tế (S - Tiêu chuẩn),0,Ngành Cạnh tranh Cao
Thời trang và sáng tạo,0,Ngành Cạnh tranh Cao
Thủy văn học,0,Ngành Cạnh tranh Cao
Tin học công nghiệp và Tự động hóa (Chương trình Việt - Pháp PFIEV),0,Ngành Cạnh tranh Cao
Tin học tài chính kế toán,0,Ngành Cạnh tranh Cao
Tin học và Kỹ thuật máy tính,0,Ngành Cạnh tranh Cao
